4601430,68450102
43662336,419988475
5374338,76921762
1909728,40588510
3624264,95472278
5875254,86616609
2830058,53290649
16493139,205569257
8140500,104552213
475616,34499559
410186,38766019
19221867,213628832
18814080,211493243
12959842,164333316
255783,27646605
66714921,472615949
15215200,191771370
16262688,190024158
12128208,158274148
9983484,147589701
291276,14974829
32828670,401150929
61057920,460425096
756000,23630023
3960370,62239795
1672992,40669471
67030338,481319813
11068200,141165400
38810322,381862709
31799996,365530059
959330,47067825
674240,25892062
34256285,365090687
18600764,211530044
832760,34312679
1163120,51467518
429,10883336
103089105,571021192
10757565,134127948
4675090,108948603
385330,21509332
18310600,220150539
2761720,49138660
26758728,343612114
3389280,53593968
2248560,49283645
18719680,261182709
5366176,91964106
257166,34419337
10856496,151801817
19875960,226444299
8508948,138468105
9089080,156250583
309120,34389673
85085434,551675411
25428160,330682208
1306856,30039520
4772012,70745646
3865978,94075543
7822335,121929050
4194900,104496276
5980940,104684507
26406744,337633059
22901940,258753076
15410304,232499267
3875887,83093773
20427264,270233735
8530124,117463339
14780556,175367881
46053447,407311666
6470100,148128710
15302448,186038830
1205640,30242628
9218264,143289586
19554990,240978394
20343268,230707505
67560108,491755476
29745300,343789867
22941360,269230377
33456500,367966506
1233960,34196532
59497270,443556870
6285708,87689215
3267285,53597606
5332999,98116295
4172432,73085527
21282690,279738647
25615440,293887004
16433274,211750312
6857460,87542438
2904720,64195540
10945620,143446119
5427240,109018745
5286222,79119780
22817172,287667937
1910656,38475335
2588880,59553134
5549048,91562934
649800,28027527
1493100,84818513
16353150,198878330
876480,25685946
5823681,83144096
68468400,477047581
730170,76531154
7034240,162525225
7280086,96505653
6127584,109035933
5492390,78857725
1613430,47146394
10811592,134492772
1556016,74844325
88740,44573227
23322,10916618
596410,42716240
1949220,53477151
35394912,378152595
8570880,115163401
165790,12462028
351624,10577041
8789814,69557026
41392512,391408986
371616,55528129
17063397,196671086
30198120,353795974
54047565,418927418
9784908,213214280
14460444,181573200
4209408,78808172
4086420,89537992
233682,17064149
1546776,34358541
27217215,301394900
17696016,217791218
82420233,523936474
8143200,119664856
53080596,439280874
2386566,97175891
86280912,536124400
1617616,44627950
753452,96160537
13569825,181794739
9652500,127900133
10591000,132651392
7563872,172751958
1118272,34093803
42210,27642611
33693660,375291289
8769726,111208332
43959744,256344659
67120629,162256268
9539250,125640649
84933800,527148407
33948096,370983688
8606250,79615758
23132143,258621429
3249768,81319495
6030028,100017327
1209978,36451201
40790316,390085511
56089476,451303893
180304,55887996
73443964,487299989
57982455,455635369
5231072,85094111
2660840,143710301
15368320,181409419
7176465,126046029
2368996,66127220
14007288,185988506
6778240,94208546
499400,29918235
5152140,102677376
4790988,70685426
3728712,85379657
2037420,70633688
4364631,74837053
2554028,55398073
10531521,183690405
3312960,70019948
2259936,49157154
10167480,155820909
70745664,508857470
28729848,323941969
14170200,220991409
25064120,296820447
21870840,262450482
3636144,83409885
2449734,44964244
10269792,170928917
57655080,445231704
38854200,388172349
1274364,51060685
3386850,70626900
35985696,382058504
25222134,292526911
15517152,226292327
3203820,72635955
4040606,64233202
8834496,121409586
25314660,292703349
37286676,409603120
8644867,111307625
29322076,331056338
40621395,415779642
34406180,372620749
18397470,272354601
2375096,55586505
13816208,164561510
40434338,411180399
8536320,109090102
138240,12873471
13548600,170133379
31710900,373812399
2147334,40473455
10527174,147503162
19922112,228177361
3309532,64115347
140864,15261822
36404736,374678892
14467680,189403664
59353236,470430787
77470224,515103877
7315308,91729508
1189440,30002335
22084608,253667052
17378955,191857507
31177575,352372939
931840,25576822
8327592,124084233
7966329,119656732
6839924,87538320
6157800,83513688
55094338,441243694
11394000,166738674
965004,30003946
30730238,350406645
4211757,72732774
519792,28099526
3982680,66312456
89324240,522189923
15808576,183611615
53777885,436825871
8672496,165243910
1996800,40767924
278208,19214841
36075270,392316371
22279899,297926971
16248960,192576994
7500675,198791920
7401294,155790439
516672,28098823
52028088,447865098
51216,16903441
6633864,168729854
12827520,184751180
41438628,413476075
45878720,400748091
4347504,66343878
2822820,49278596
4958240,184711401
853160,34247447
27370860,324763871
51746688,426293546
7104528,216993980
17200320,229824180
5882352,134589683
3858140,55485320
122344,29944318
205692,25616091
2575296,68705226
24746400,319419968
10898160,148953975
2963688,55535356
1335480,51207542
8331424,151408425
14103760,178613341
8132520,104921370
1605708,47052158
328320,49106835
21181518,260562701
32164080,368881051
3113550,81197087
63771030,478548568
36705240,388053517
30985290,332935150
2397060,53324797
235425,19347977
157320,21290118
1875015,38663611
20664020,245806955
9973950,202999543
7089408,102523575
55947375,443490508
2526912,66069995
2100735,42906461
21871920,256514279
2937097,85359811
444080,31961108
24868200,279708457
9448362,130480162
65690430,470461329
19438848,220262260
4088952,74671047
16066856,233780974
793305,36542124
5763120,85735612
4235325,100183668
5060781,91940020
19215000,241701847
2909700,49334589
17382750,251047762
4798137,100429980
30607850,332562271
11583000,170817640
3437280,57677580
41382000,387707542
62389464,460421897
11267376,139272906
2956800,53361075
4887036,79101664
2392908,130250695
37389168,388155854
23364641,294009558
1410400,30081467
3430226,156051188
6860616,94123858
21588151,243631144
17688384,200840245
51432848,431649841
4824600,119583706
10533525,125848028
3847662,55386958
25377024,285740121
9816576,138941656
77656800,508926317
247104,19271444
26311032,327877060
67006851,500879982
19581928,236701983
474810,23364690
4555980,68202527
26236560,303233830
1889979,57780926
4493880,80808658
20041002,283958210
104404392,604792483
45768777,400761188
17514900,201292008
13113576,155564706
11524800,147417272
495618,25702105
17705820,223329723
1419444,66283143
13305600,181730079
5658336,79244403
19935916,236962569
378378,21407661
9187560,127694130
7172067,110903429
2042160,38474522
16939377,196342846
6926070,91891262
35227503,370051139
12328848,145244939
7460236,111023134
3561588,78722153
1068600,34236628
7558865,102763165
4309632,101791193
71790390,485620986
16307280,225198538
77452784,511405055
49662100,417652631
4254120,74721899
70552800,479309354
18972240,278549664
3196340,53520141
28536768,315456010
31854966,380249659
7234344,109219050
1951600,42775294
78064,15075913
3699642,74459577
1695376,119808292
13477356,188055280
46360020,430622810
471744,23440224
43774101,418001843
83979,23602133
17486853,38571508
3890217,72446032
61448400,457890398
6613236,123821825
7651584,100096198
69030990,483742803
33110,14881426
80250,17128456
1005480,28078358
30743625,333042587
35358544,392544759
14926730,262431281
52750764,441143118
4248192,64142552
26900808,311954372
4951134,70628543
75227250,517219642
46463760,417654420
543168,27882630
83959200,546903416
3551366,57711624
4134837,72691945
23182698,311491423
14284556,201063079
590400,36222268
118272,38088740
1021310,27913353
1961952,40536975
15809259,185420760
27424320,303426288
